label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
F,-0.000000,0.000000,0.109390,0.143248,0.156015,0.360777,0.183295,0.517095,0.219377,0.598328,0.060090,0.474408,0.138823,0.573825,0.210791,0.548926,0.264061,0.511345,0.000000,0.500225,0.025433,0.713421,0.042898,0.868197,0.047707,0.998861,-0.066758,0.474863,-0.105869,0.690601,-0.119712,0.836136,-0.128358,0.965469,-0.133601,0.402135,-0.213105,0.538057,-0.244629,0.642321,-0.259688,0.745384
F,-0.000000,0.000000,0.108522,0.145282,0.154625,0.361083,0.184812,0.514124,0.223329,0.594603,0.058915,0.473543,0.138022,0.569706,0.209466,0.541468,0.261404,0.502431,0.000000,0.498725,0.030423,0.709772,0.049464,0.865880,0.054492,0.998514,-0.066600,0.472931,-0.101902,0.689422,-0.114008,0.834393,-0.121182,0.963216,-0.133710,0.400100,-0.211673,0.537246,-0.242379,0.641621,-0.256248,0.744338
F,-0.000000,0.000000,0.110603,0.144929,0.157127,0.361661,0.183237,0.516041,0.218834,0.596231,0.059920,0.474331,0.139085,0.574758,0.211005,0.544233,0.263146,0.501376,0.000000,0.498884,0.028117,0.711112,0.046685,0.866993,0.051711,0.998662,-0.067130,0.472928,-0.104373,0.689491,-0.117173,0.836421,-0.125251,0.966607,-0.134638,0.399688,-0.214183,0.536451,-0.244879,0.640959,-0.259041,0.743529
F,-0.000000,0.000000,0.109844,0.144429,0.156159,0.364136,0.183145,0.518210,0.219620,0.593013,0.060368,0.476634,0.138883,0.575795,0.209987,0.548430,0.261689,0.509071,-0.000000,0.501451,0.030901,0.713092,0.050839,0.867958,0.056910,0.998379,-0.067532,0.475776,-0.101348,0.693080,-0.112888,0.838708,-0.120069,0.967028,-0.135605,0.403364,-0.212208,0.540597,-0.242196,0.645224,-0.255964,0.747866
F,-0.000000,0.000000,0.110207,0.145422,0.156210,0.361882,0.182638,0.514707,0.217987,0.592316,0.060139,0.476261,0.139634,0.574876,0.210384,0.545209,0.260699,0.503634,0.000000,0.501360,0.029015,0.714828,0.049418,0.869269,0.056484,0.998404,-0.067231,0.475650,-0.102922,0.693742,-0.114123,0.840281,-0.120442,0.969790,-0.134107,0.402602,-0.211785,0.540347,-0.240886,0.645604,-0.253663,0.748666
F,-0.000000,0.000000,0.094690,0.180486,0.113528,0.396545,0.118756,0.549055,0.124766,0.657542,0.042185,0.496480,0.120425,0.632009,0.192139,0.594824,0.244035,0.530090,-0.000000,0.510586,0.039225,0.729892,0.070071,0.877534,0.087322,0.996180,-0.047238,0.473462,-0.067764,0.706320,-0.077436,0.856698,-0.083861,0.979716,-0.088110,0.393536,-0.156640,0.537055,-0.203823,0.646866,-0.240371,0.747426
F,-0.000000,0.000000,0.093832,0.179413,0.112023,0.395779,0.116032,0.549639,0.122231,0.657197,0.043196,0.493071,0.122235,0.631221,0.192663,0.592832,0.242771,0.528149,0.000000,0.507639,0.040222,0.729948,0.070926,0.878147,0.087227,0.996189,-0.048322,0.470727,-0.068126,0.707624,-0.075093,0.857585,-0.079366,0.979261,-0.089794,0.391734,-0.159481,0.537865,-0.206224,0.646370,-0.242478,0.744279
F,-0.000000,0.000000,0.094783,0.180977,0.111197,0.396705,0.114558,0.550100,0.119276,0.656517,0.042999,0.494489,0.120054,0.632477,0.190929,0.593891,0.241331,0.529514,-0.000000,0.509432,0.037944,0.730234,0.068160,0.877583,0.084565,0.996418,-0.048031,0.472769,-0.069953,0.707535,-0.078866,0.855250,-0.084331,0.976843,-0.089333,0.393105,-0.158919,0.535630,-0.205084,0.642713,-0.240870,0.740882
F,-0.000000,0.000000,0.094484,0.178386,0.111900,0.395596,0.116312,0.550147,0.121777,0.656169,0.042762,0.494054,0.120527,0.632751,0.191176,0.595316,0.241416,0.530595,-0.000000,0.509718,0.038955,0.730905,0.069964,0.877958,0.087167,0.996194,-0.047925,0.474139,-0.066798,0.710396,-0.073289,0.858013,-0.077240,0.978312,-0.089447,0.396216,-0.156149,0.538587,-0.201742,0.646408,-0.237433,0.745347
F,-0.000000,0.000000,0.094811,0.179454,0.111264,0.395001,0.114589,0.548991,0.119450,0.651623,0.043793,0.492776,0.120657,0.630381,0.192130,0.593725,0.243053,0.529852,0.000000,0.508384,0.038063,0.731109,0.068558,0.878529,0.084955,0.996385,-0.049044,0.472462,-0.069122,0.709880,-0.077286,0.857665,-0.083134,0.977723,-0.091280,0.394375,-0.159110,0.537981,-0.204904,0.645300,-0.241179,0.743281
F,-0.000000,0.000000,0.094610,0.176601,0.112288,0.393822,0.115893,0.548203,0.120797,0.653242,0.043244,0.492402,0.120558,0.630192,0.191746,0.593867,0.242542,0.529247,0.000000,0.508675,0.039799,0.728882,0.071269,0.877127,0.088347,0.996090,-0.048536,0.474128,-0.066023,0.709708,-0.071907,0.858173,-0.075728,0.979099,-0.090544,0.397090,-0.157528,0.539385,-0.203019,0.645914,-0.238582,0.743718
F,-0.000000,0.000000,0.094008,0.181221,0.110801,0.395183,0.114386,0.547769,0.118528,0.656711,0.043384,0.492126,0.121614,0.627632,0.192921,0.589019,0.243384,0.524604,0.000000,0.507204,0.038918,0.728456,0.070127,0.876857,0.087375,0.996176,-0.049174,0.471287,-0.068418,0.705345,-0.075351,0.854218,-0.079763,0.976194,-0.091688,0.393334,-0.158606,0.537912,-0.203960,0.645371,-0.239635,0.743341
F,-0.000000,0.000000,0.094586,0.179414,0.111155,0.394667,0.114923,0.547884,0.120893,0.655481,0.042040,0.490795,0.120090,0.628658,0.192538,0.591560,0.243946,0.527068,-0.000000,0.506392,0.039648,0.727073,0.070930,0.875857,0.087721,0.996145,-0.047923,0.472089,-0.066631,0.705760,-0.074619,0.855131,-0.080488,0.977140,-0.090051,0.395968,-0.157651,0.539490,-0.203175,0.646774,-0.238859,0.744377
F,-0.000000,0.000000,0.093860,0.179614,0.110739,0.393318,0.114738,0.546310,0.119537,0.656442,0.043325,0.490494,0.120391,0.627902,0.190947,0.590262,0.240655,0.525243,0.000000,0.507134,0.039078,0.728534,0.070899,0.876819,0.088446,0.996081,-0.049162,0.472732,-0.068140,0.707271,-0.073860,0.855069,-0.077188,0.975821,-0.092360,0.395458,-0.159609,0.539210,-0.204532,0.646592,-0.239657,0.744720
F,-0.000000,0.000000,0.094476,0.180154,0.111493,0.395184,0.115090,0.549466,0.119809,0.656139,0.043002,0.493242,0.119617,0.632569,0.192319,0.593801,0.243616,0.526913,0.000000,0.508239,0.039302,0.729593,0.071603,0.877544,0.088820,0.996048,-0.048796,0.472987,-0.067860,0.709722,-0.074106,0.858043,-0.078373,0.978618,-0.091271,0.395630,-0.159669,0.540220,-0.204928,0.648399,-0.240128,0.747150
F,-0.000000,0.000000,0.093933,0.180063,0.111855,0.395161,0.117163,0.548423,0.124948,0.656816,0.041818,0.491467,0.119882,0.628431,0.192358,0.590915,0.244103,0.527316,-0.000000,0.505595,0.041132,0.726691,0.075139,0.875268,0.094255,0.995548,-0.047115,0.469424,-0.065166,0.705115,-0.070245,0.854235,-0.073313,0.975709,-0.087380,0.391706,-0.154193,0.538239,-0.198732,0.647993,-0.233597,0.747552
F,-0.000000,0.000000,0.094952,0.180900,0.112458,0.393824,0.116194,0.545670,0.121477,0.653109,0.042959,0.491021,0.124421,0.625372,0.195484,0.585396,0.245305,0.521378,0.000000,0.507620,0.041717,0.731371,0.073541,0.879070,0.091290,0.995824,-0.049078,0.472757,-0.068742,0.708953,-0.077123,0.855653,-0.082837,0.974120,-0.091721,0.395354,-0.158556,0.540488,-0.203347,0.647618,-0.238851,0.744406
F,-0.000000,0.000000,0.096600,0.180750,0.114669,0.396736,0.116651,0.548221,0.118168,0.647655,0.042646,0.498294,0.122168,0.637834,0.193785,0.597968,0.243754,0.530153,0.000000,0.512446,0.040214,0.733207,0.071715,0.879253,0.088816,0.996048,-0.048588,0.474743,-0.069210,0.709857,-0.080353,0.859184,-0.088864,0.981278,-0.090991,0.394170,-0.158589,0.539770,-0.203770,0.648233,-0.239667,0.746608
F,-0.000000,0.000000,0.095545,0.177769,0.113319,0.394039,0.114387,0.545541,0.115198,0.644819,0.043031,0.495252,0.121779,0.634654,0.192908,0.594386,0.242123,0.525516,-0.000000,0.511219,0.039228,0.731409,0.069496,0.878333,0.084957,0.996385,-0.049436,0.475816,-0.070633,0.707833,-0.082182,0.856544,-0.091398,0.978640,-0.093707,0.397548,-0.161813,0.541768,-0.206984,0.647691,-0.243000,0.743966
F,-0.000000,0.000000,0.094494,0.178033,0.113210,0.394195,0.117706,0.546286,0.121727,0.648327,0.042120,0.495518,0.121610,0.634612,0.193450,0.595855,0.243562,0.528233,-0.000000,0.510942,0.041165,0.729996,0.073436,0.877576,0.090729,0.995876,-0.048091,0.475063,-0.068130,0.707743,-0.077756,0.856626,-0.085285,0.978417,-0.089906,0.396717,-0.155579,0.540525,-0.200419,0.647799,-0.236188,0.745543
F,-0.000000,0.000000,0.094998,0.180588,0.111583,0.394475,0.114387,0.546775,0.117361,0.651381,0.042842,0.492476,0.119867,0.632365,0.190972,0.592581,0.240319,0.524299,0.000000,0.506976,0.038525,0.729427,0.069784,0.877896,0.085943,0.996300,-0.048859,0.470804,-0.070795,0.703706,-0.079846,0.853400,-0.086839,0.976040,-0.091526,0.393051,-0.159307,0.538376,-0.204032,0.645989,-0.239504,0.743901
F,-0.000000,0.000000,0.094340,0.178946,0.111871,0.394349,0.115332,0.546899,0.120205,0.654389,0.042581,0.492608,0.119726,0.630287,0.190206,0.591215,0.240232,0.525096,0.000000,0.506994,0.038993,0.727687,0.070575,0.876241,0.088129,0.996109,-0.048016,0.470195,-0.069977,0.702673,-0.079393,0.853333,-0.085795,0.977779,-0.089324,0.391198,-0.156523,0.535924,-0.202051,0.644399,-0.237992,0.743367
F,-0.000000,0.000000,0.094845,0.183260,0.111483,0.395826,0.115286,0.546761,0.120876,0.656285,0.042061,0.493453,0.119421,0.628862,0.191585,0.589575,0.243008,0.523449,-0.000000,0.506892,0.038168,0.726934,0.069634,0.876518,0.086968,0.996211,-0.047823,0.469886,-0.070134,0.701073,-0.079142,0.853012,-0.085082,0.978186,-0.088631,0.390655,-0.156510,0.534077,-0.202613,0.642958,-0.238836,0.742427
F,-0.000000,0.000000,0.095507,0.180631,0.113026,0.394531,0.116751,0.546213,0.122279,0.655551,0.042065,0.492262,0.122395,0.626709,0.194520,0.587003,0.245648,0.521818,0.000000,0.507392,0.039747,0.727933,0.071486,0.876991,0.089232,0.996011,-0.047833,0.470924,-0.070534,0.702121,-0.080272,0.853395,-0.086807,0.978503,-0.088621,0.391903,-0.156452,0.535088,-0.202660,0.643527,-0.239019,0.742886
F,-0.000000,0.000000,0.095283,0.180739,0.111957,0.395117,0.115803,0.548021,0.122149,0.657154,0.041645,0.491899,0.120213,0.629278,0.192981,0.592250,0.245040,0.527063,0.000000,0.505630,0.038379,0.726801,0.070220,0.876395,0.087631,0.996153,-0.047446,0.468488,-0.070128,0.700523,-0.079131,0.852917,-0.085438,0.978188,-0.088209,0.389516,-0.156299,0.533942,-0.202125,0.643559,-0.238013,0.743870
G,-0.000000,0.000000,0.118092,0.120493,0.181411,0.330801,0.171341,0.501825,0.165755,0.638141,0.084641,0.538949,0.080760,0.755984,0.078741,0.882987,0.073684,0.997282,0.000000,0.530611,0.009137,0.663827,0.022216,0.491833,0.022840,0.368395,-0.079422,0.498672,-0.081470,0.639381,-0.061202,0.476431,-0.056028,0.362149,-0.159220,0.447400,-0.161825,0.600218,-0.134836,0.502121,-0.122392,0.413670
G,-0.000000,0.000000,0.119141,0.121219,0.181878,0.332902,0.170931,0.504754,0.164554,0.640500,0.084350,0.538208,0.080210,0.755862,0.077571,0.882433,0.071933,0.997409,0.000000,0.530809,0.008784,0.665700,0.022998,0.495315,0.024830,0.372904,-0.079165,0.499716,-0.082180,0.642372,-0.061132,0.480271,-0.054930,0.366232,-0.158564,0.448809,-0.162609,0.602171,-0.135278,0.503262,-0.121714,0.413214
G,-0.000000,0.000000,0.120170,0.122546,0.183054,0.332922,0.172367,0.505050,0.165436,0.642206,0.084580,0.537979,0.080747,0.754481,0.078516,0.881698,0.073099,0.997325,-0.000000,0.530195,0.007581,0.663498,0.022750,0.493828,0.024596,0.370518,-0.079312,0.498601,-0.083871,0.640362,-0.061153,0.479065,-0.054458,0.364465,-0.158489,0.447364,-0.162656,0.599700,-0.134167,0.501448,-0.120618,0.411808
G,-0.000000,0.000000,0.120214,0.120986,0.183297,0.331839,0.171781,0.504174,0.166014,0.640554,0.084023,0.535692,0.080306,0.755345,0.078788,0.881959,0.074168,0.997246,0.000000,0.527236,0.009605,0.659970,0.024843,0.492014,0.026530,0.370050,-0.078778,0.496624,-0.081507,0.637959,-0.059373,0.476978,-0.052841,0.362171,-0.157874,0.447173,-0.160267,0.599886,-0.132126,0.500589,-0.118423,0.408939
G,-0.000000,0.000000,0.119580,0.119864,0.182664,0.331069,0.172294,0.503720,0.164525,0.640409,0.083792,0.537352,0.079964,0.756409,0.077485,0.882692,0.071391,0.997448,0.000000,0.528490,0.009395,0.662171,0.024482,0.493347,0.025991,0.372241,-0.079113,0.497302,-0.081042,0.638244,-0.059399,0.476109,-0.053636,0.362460,-0.158735,0.447548,-0.161200,0.598091,-0.133308,0.497705,-0.120323,0.407544
G,-0.000000,0.000000,0.119456,0.121234,0.182843,0.333560,0.172099,0.506974,0.163447,0.643080,0.084364,0.539429,0.080408,0.755693,0.076651,0.882526,0.069844,0.997558,0.000000,0.531120,0.006973,0.665035,0.020934,0.496704,0.023232,0.374766,-0.079185,0.500392,-0.083201,0.639083,-0.062915,0.478180,-0.056528,0.365190,-0.158254,0.450850,-0.162731,0.598855,-0.136343,0.498271,-0.123210,0.408657
G,-0.000000,0.000000,0.121032,0.121235,0.183785,0.333439,0.171799,0.506501,0.165648,0.642125,0.084021,0.538726,0.079978,0.754610,0.076736,0.882005,0.070680,0.997499,0.000000,0.530343,0.006897,0.665071,0.020399,0.494391,0.022089,0.371160,-0.078598,0.499558,-0.082678,0.639214,-0.061611,0.477566,-0.055239,0.364449,-0.157521,0.450046,-0.162081,0.601040,-0.134813,0.502167,-0.121481,0.413528
G,-0.000000,0.000000,0.119560,0.120371,0.183864,0.331584,0.171945,0.504781,0.164329,0.642062,0.085243,0.538712,0.079874,0.755598,0.075923,0.883345,0.069439,0.997586,0.000000,0.529306,0.006042,0.664103,0.019735,0.493762,0.022269,0.372593,-0.079370,0.497197,-0.084282,0.638145,-0.063018,0.476787,-0.056140,0.365060,-0.158864,0.446191,-0.163891,0.597892,-0.136242,0.499514,-0.122591,0.412103
G,-0.000000,0.000000,0.119443,0.121485,0.183511,0.332973,0.172330,0.505261,0.165573,0.641771,0.084909,0.538749,0.080947,0.754681,0.077628,0.882288,0.072109,0.997397,-0.000000,0.530352,0.008016,0.664601,0.021371,0.493655,0.023787,0.371962,-0.079159,0.498563,-0.083745,0.640099,-0.063295,0.477781,-0.056550,0.364706,-0.158211,0.447191,-0.162068,0.598030,-0.135102,0.498618,-0.121954,0.410152
G,-0.000000,0.000000,0.120038,0.119376,0.183903,0.331922,0.172092,0.504917,0.165799,0.640935,0.085172,0.537869,0.079688,0.755974,0.075627,0.883475,0.069113,0.997609,0.000000,0.528392,0.006722,0.662326,0.021074,0.492230,0.023767,0.369938,-0.079193,0.496655,-0.084556,0.638167,-0.062634,0.477342,-0.055207,0.364321,-0.158091,0.446110,-0.163294,0.597506,-0.135200,0.500400,-0.121098,0.412774
G,-0.000000,0.000000,0.120109,0.120216,0.184235,0.333371,0.173286,0.505580,0.165568,0.641231,0.085345,0.538210,0.080190,0.754774,0.076721,0.882568,0.070709,0.997497,0.000000,0.529039,0.007010,0.664517,0.021626,0.493724,0.023923,0.370986,-0.079090,0.497417,-0.084540,0.639481,-0.062502,0.477585,-0.055391,0.364667,-0.157641,0.447041,-0.162541,0.598114,-0.134474,0.499543,-0.120781,0.412123
G,-0.000000,0.000000,0.119431,0.122712,0.183394,0.332743,0.173415,0.505121,0.165335,0.642410,0.084486,0.538689,0.078911,0.756621,0.076083,0.883194,0.069822,0.997559,-0.000000,0.529747,0.006369,0.662450,0.022590,0.494047,0.025253,0.370441,-0.079583,0.497983,-0.085384,0.641554,-0.061978,0.480229,-0.054397,0.363083,-0.159377,0.447393,-0.164229,0.599358,-0.134776,0.500814,-0.120246,0.409245
G,-0.000000,0.000000,0.119859,0.123502,0.183358,0.333335,0.173116,0.505111,0.166905,0.642262,0.084427,0.537985,0.081021,0.754729,0.079732,0.881467,0.074265,0.997239,0.000000,0.529730,0.007388,0.663758,0.025560,0.492156,0.028202,0.367675,-0.079193,0.498176,-0.085753,0.641411,-0.059758,0.477361,-0.051647,0.360886,-0.158389,0.447549,-0.162696,0.600030,-0.131631,0.498899,-0.117132,0.407238
G,-0.000000,0.000000,0.120108,0.122784,0.183241,0.331776,0.171687,0.503236,0.166103,0.638861,0.083611,0.536587,0.079355,0.755640,0.078241,0.882213,0.073178,0.997319,0.000000,0.527300,0.007367,0.659723,0.022670,0.493106,0.024166,0.369063,-0.078953,0.496075,-0.083870,0.641342,-0.060864,0.481919,-0.053590,0.363346,-0.158415,0.446366,-0.161950,0.599646,-0.132601,0.501947,-0.118089,0.408715
G,-0.000000,0.000000,0.119713,0.121996,0.183125,0.332327,0.173430,0.504231,0.168586,0.639904,0.083818,0.537970,0.081238,0.755662,0.080452,0.882008,0.075850,0.997119,-0.000000,0.529377,0.005885,0.662036,0.022305,0.495112,0.025595,0.370238,-0.078872,0.498399,-0.085340,0.642403,-0.061687,0.484370,-0.053339,0.366358,-0.157868,0.449091,-0.161647,0.602048,-0.133065,0.505431,-0.119111,0.412970
G,-0.000000,0.000000,0.119901,0.122066,0.183407,0.331779,0.170231,0.505172,0.168116,0.640947,0.084409,0.538832,0.079924,0.755541,0.077452,0.882416,0.071806,0.997419,0.000000,0.528675,0.003487,0.662023,0.019576,0.493491,0.023978,0.366651,-0.079299,0.496236,-0.087907,0.642065,-0.063690,0.484458,-0.054095,0.365218,-0.158981,0.445136,-0.164803,0.599454,-0.135483,0.505579,-0.120589,0.414832
G,-0.000000,0.000000,0.119080,0.119987,0.182443,0.327123,0.169150,0.500632,0.167598,0.637545,0.084816,0.538493,0.079388,0.754262,0.076626,0.881759,0.070546,0.997509,-0.000000,0.529024,0.003392,0.661876,0.016802,0.496095,0.019310,0.371116,-0.079046,0.497253,-0.088525,0.643565,-0.066956,0.489281,-0.058819,0.371218,-0.157400,0.446943,-0.164281,0.599245,-0.135894,0.504978,-0.120996,0.413535
G,-0.000000,0.000000,0.119020,0.119263,0.182372,0.331269,0.170272,0.505873,0.167611,0.641447,0.083946,0.539627,0.079348,0.755223,0.077163,0.882064,0.071358,0.997451,-0.000000,0.530886,0.003998,0.664674,0.016392,0.499859,0.017206,0.375641,-0.078432,0.499642,-0.087458,0.646541,-0.066430,0.491559,-0.059718,0.373702,-0.156697,0.449673,-0.162755,0.601021,-0.134706,0.505799,-0.120693,0.414286
G,-0.000000,0.000000,0.117659,0.119004,0.181975,0.330922,0.170395,0.505769,0.167766,0.641668,0.084271,0.541568,0.079418,0.756070,0.076745,0.882187,0.070595,0.997505,0.000000,0.532892,0.004014,0.665330,0.015379,0.500062,0.015950,0.376755,-0.078792,0.501546,-0.086627,0.646869,-0.066526,0.491548,-0.060362,0.374569,-0.157524,0.451227,-0.162334,0.601409,-0.135074,0.505133,-0.121844,0.414029
G,-0.000000,0.000000,0.118172,0.119649,0.182109,0.331597,0.170069,0.506225,0.167636,0.641734,0.084315,0.541955,0.079326,0.756285,0.076363,0.882286,0.069937,0.997551,-0.000000,0.533019,0.003895,0.665716,0.015730,0.500399,0.016844,0.377328,-0.078815,0.501471,-0.086681,0.646560,-0.066507,0.491050,-0.060034,0.374215,-0.157689,0.450983,-0.162700,0.601190,-0.135530,0.504939,-0.122119,0.414158
G,-0.000000,0.000000,0.098751,0.097247,0.171534,0.302210,0.181470,0.505793,0.151445,0.663308,0.085346,0.522588,0.067840,0.748541,0.030644,0.885387,0.002865,0.999996,0.000000,0.524280,-0.065234,0.665124,-0.076553,0.509539,-0.048694,0.398524,-0.077741,0.507318,-0.148401,0.627722,-0.140869,0.485760,-0.099985,0.391607,-0.146066,0.478227,-0.197355,0.601529,-0.193912,0.526031,-0.161708,0.458612
G,-0.000000,0.000000,0.099518,0.101176,0.171621,0.308457,0.181341,0.511553,0.152116,0.668227,0.084865,0.525707,0.065899,0.750085,0.028990,0.885172,0.001632,0.999999,0.000000,0.528315,-0.061207,0.670160,-0.073813,0.513653,-0.048168,0.400777,-0.077714,0.511236,-0.146144,0.635238,-0.140986,0.487449,-0.102694,0.388804,-0.146177,0.479834,-0.194823,0.605884,-0.191065,0.518913,-0.158476,0.442026
G,-0.000000,0.000000,0.098420,0.099801,0.170544,0.306898,0.181248,0.510993,0.153698,0.668782,0.085152,0.524510,0.067639,0.749759,0.032227,0.885477,0.006033,0.999982,0.000000,0.527525,-0.060208,0.668731,-0.070490,0.511499,-0.044094,0.399475,-0.078120,0.511482,-0.145069,0.633725,-0.136185,0.489443,-0.096369,0.393963,-0.147253,0.482119,-0.195282,0.606353,-0.188899,0.526470,-0.155389,0.456203
G,-0.000000,0.000000,0.099714,0.107115,0.170869,0.311787,0.180520,0.510867,0.150450,0.666024,0.086329,0.526639,0.069509,0.750798,0.034548,0.885500,0.008984,0.999960,-0.000000,0.530243,-0.058597,0.669720,-0.071951,0.512374,-0.047782,0.400597,-0.079307,0.513997,-0.145461,0.635452,-0.138961,0.491224,-0.100519,0.396209,-0.148076,0.482828,-0.197082,0.602072,-0.189130,0.515546,-0.153596,0.440680
G,-0.000000,0.000000,0.099267,0.103021,0.170445,0.307529,0.179262,0.504195,0.149443,0.658703,0.086106,0.526376,0.067068,0.749673,0.031755,0.885459,0.005763,0.999983,0.000000,0.529428,-0.059907,0.672734,-0.074426,0.516621,-0.051872,0.402016,-0.078378,0.511739,-0.144976,0.635936,-0.140384,0.494021,-0.105065,0.398212,-0.146440,0.479160,-0.196557,0.598676,-0.188973,0.511677,-0.155014,0.436092
G,-0.000000,0.000000,0.105292,0.106316,0.174466,0.310760,0.182825,0.505940,0.154669,0.657568,0.086523,0.526673,0.069914,0.749212,0.036040,0.885924,0.010021,0.999950,-0.000000,0.528605,-0.055964,0.673086,-0.069892,0.522621,-0.048528,0.411015,-0.079618,0.510076,-0.142028,0.637568,-0.138127,0.500678,-0.104846,0.406777,-0.149607,0.476447,-0.196018,0.598468,-0.188682,0.515983,-0.156105,0.441738
G,-0.000000,0.000000,0.105958,0.103171,0.175504,0.311380,0.184393,0.507399,0.154821,0.659031,0.086557,0.529469,0.067584,0.750625,0.034396,0.886600,0.009738,0.999953,0.000000,0.531275,-0.050730,0.674042,-0.064517,0.523480,-0.044704,0.410497,-0.079831,0.512660,-0.137693,0.640608,-0.133998,0.502389,-0.101702,0.403612,-0.150465,0.478976,-0.193825,0.607594,-0.187039,0.530201,-0.155576,0.455895
G,-0.000000,0.000000,0.104804,0.107897,0.174450,0.316261,0.182529,0.513135,0.150307,0.668931,0.086950,0.531434,0.068422,0.752878,0.034854,0.887061,0.008735,0.999962,0.000000,0.533248,-0.048578,0.677171,-0.064153,0.525979,-0.047374,0.411064,-0.080604,0.513575,-0.135693,0.646507,-0.134235,0.503525,-0.104972,0.399153,-0.151948,0.477511,-0.192575,0.606634,-0.185709,0.520943,-0.154561,0.439597
G,-0.000000,0.000000,0.104798,0.105191,0.175086,0.313548,0.184492,0.511977,0.153021,0.667558,0.086162,0.529718,0.070662,0.751246,0.037635,0.886675,0.012174,0.999926,0.000000,0.532991,-0.048975,0.676182,-0.064833,0.523440,-0.046157,0.410611,-0.080479,0.515912,-0.136090,0.645093,-0.133712,0.502229,-0.101794,0.402239,-0.152127,0.482960,-0.193927,0.610569,-0.186686,0.527135,-0.153625,0.449452
G,-0.000000,0.000000,0.106271,0.107001,0.175337,0.314791,0.183982,0.512608,0.155160,0.668763,0.086889,0.530770,0.070216,0.751052,0.037576,0.886979,0.012477,0.999922,0.000000,0.533026,-0.047889,0.676220,-0.062842,0.525153,-0.045210,0.413397,-0.080535,0.514324,-0.134279,0.644592,-0.131054,0.505510,-0.100581,0.406756,-0.151893,0.479717,-0.192538,0.609969,-0.184162,0.530895,-0.151846,0.455066
G,-0.000000,0.000000,0.107801,0.105725,0.177598,0.310447,0.184795,0.507026,0.157206,0.664007,0.087016,0.530136,0.069668,0.750573,0.036910,0.886723,0.011791,0.999930,0.000000,0.531680,-0.048117,0.673605,-0.063665,0.519524,-0.045481,0.409044,-0.080355,0.512798,-0.134238,0.643653,-0.131539,0.500647,-0.100464,0.403461,-0.151102,0.476842,-0.192561,0.605578,-0.183224,0.520394,-0.149110,0.442632
G,-0.000000,0.000000,0.106248,0.104789,0.175835,0.311952,0.184831,0.508880,0.155070,0.664954,0.087378,0.532596,0.070111,0.751841,0.036772,0.887287,0.011087,0.999939,0.000000,0.534021,-0.049535,0.675971,-0.064567,0.521943,-0.045649,0.411277,-0.080609,0.514163,-0.135891,0.643924,-0.132815,0.502511,-0.101330,0.406234,-0.151598,0.478182,-0.193587,0.607318,-0.185794,0.526392,-0.153276,0.451990
G,-0.000000,0.000000,0.105574,0.103752,0.175899,0.310367,0.184275,0.508837,0.155531,0.665793,0.087818,0.531875,0.070376,0.751300,0.036786,0.886647,0.010077,0.999949,-0.000000,0.534122,-0.048905,0.676763,-0.063418,0.518604,-0.045387,0.405530,-0.080813,0.514348,-0.135475,0.645413,-0.130753,0.498801,-0.099310,0.398853,-0.152503,0.478029,-0.193711,0.608899,-0.184935,0.526050,-0.152775,0.450835
G,-0.000000,0.000000,0.104132,0.103606,0.173695,0.309630,0.182952,0.508828,0.154613,0.666873,0.087087,0.531541,0.070653,0.751126,0.036560,0.886721,0.009443,0.999955,0.000000,0.534500,-0.050131,0.676590,-0.063910,0.517934,-0.043519,0.408434,-0.080353,0.516245,-0.135268,0.643643,-0.130536,0.498069,-0.097585,0.404145,-0.151684,0.481537,-0.192699,0.608304,-0.183207,0.521996,-0.149579,0.447550
G,-0.000000,0.000000,0.105232,0.106759,0.175664,0.312477,0.185246,0.511259,0.153868,0.668199,0.087127,0.529995,0.070757,0.750054,0.036840,0.885765,0.010274,0.999947,-0.000000,0.533829,-0.049449,0.676975,-0.063121,0.518375,-0.042905,0.405538,-0.080652,0.515998,-0.135686,0.643586,-0.130825,0.497634,-0.097861,0.400267,-0.152568,0.481606,-0.193230,0.608657,-0.183801,0.523761,-0.150654,0.448241
G,-0.000000,0.000000,0.103201,0.104654,0.174851,0.311658,0.184349,0.511796,0.153846,0.670080,0.087613,0.532201,0.070176,0.751817,0.034892,0.887082,0.007831,0.999969,0.000000,0.535155,-0.049452,0.678703,-0.062871,0.520739,-0.041390,0.410684,-0.080478,0.517116,-0.135524,0.644899,-0.131037,0.501468,-0.097679,0.407476,-0.151955,0.482792,-0.193840,0.609161,-0.184286,0.525089,-0.150225,0.451238
G,-0.000000,0.000000,0.103314,0.105074,0.174895,0.308889,0.185000,0.507264,0.155533,0.665375,0.087260,0.531038,0.071274,0.751480,0.037202,0.887083,0.010529,0.999945,0.000000,0.533925,-0.048962,0.677064,-0.061636,0.518629,-0.040770,0.407210,-0.080292,0.515896,-0.134405,0.643603,-0.129431,0.499216,-0.096894,0.403783,-0.151511,0.481520,-0.192230,0.609029,-0.182595,0.522889,-0.149648,0.446711
